transaction_id,is_fraud,fraud_reason,fraud_risk_score
T0015361,0,,0.03
T0015362,0,,0.52
T0015363,0,,0.55
T0015364,0,,0.55
T0015365,0,,0.33
T0015366,0,,0.29
T0015367,0,,0.83
T0015368,0,,0.81
T0015369,0,,0.7
T0015370,0,,0.45
T0015371,0,,0.1
T0015372,1,High risk transaction,0.94
T0015373,0,,0.12
T0015374,0,,0.84
T0015375,0,,0.25
T0015376,0,,0.24
T0015377,0,,0.99
T0015378,0,,0.45
T0015379,0,,0.18
T0015380,1,High risk transaction,0.82
T0015381,0,,0.66
T0015382,0,,0.92
T0015383,0,,0.58
T0015384,0,,0.31
T0015385,0,,0.21
T0015386,0,,0.79
T0015387,0,,0.23
T0015388,0,,0.93
T0015389,0,,0.3
T0015390,0,,0.64
T0015391,0,,0.31
T0015392,0,,0.05
T0015393,0,,0.51
T0015394,0,,0.17
T0015395,0,,0.62
T0015396,0,,0.51
T0015397,0,,0.66
T0015398,0,,0.26
T0015399,0,,0.95
T0015400,0,,0.31
T0015401,0,,0.52
T0015402,0,,0.56
T0015403,0,,0.41
T0015404,0,,0.49
T0015405,0,,0.67
T0015406,0,,0.46
T0015407,0,,0.69
T0015408,0,,0.12
T0015409,0,,0.47
T0015410,0,,0.35
T0015411,0,,0.7
T0015412,0,,0.29
T0015413,0,,0.83
T0015414,1,High risk transaction,0.9
T0015415,0,,0.88
T0015416,0,,0.19
T0015417,0,,0.05
T0015418,0,,0.96
T0015419,0,,0.21
T0015420,0,,0.07
T0015421,0,,0.09
T0015422,0,,0.87
T0015423,0,,0.15
T0015424,0,,0.14
T0015425,0,,0.37
T0015426,0,,0.7
T0015427,0,,0.66
T0015428,0,,0.24
T0015429,0,,0.43
T0015430,0,,0.96
T0015431,0,,0.29
T0015432,0,,0.41
T0015433,0,,0.49
T0015434,0,,0.51
T0015435,0,,0.54
T0015436,0,,0.4
T0015437,0,,0.44
T0015438,0,,0.27
T0015439,0,,0.91
T0015440,0,,0.56
T0015441,0,,0.44
T0015442,0,,0.4
T0015443,0,,0.81
T0015444,0,,0.86
T0015445,0,,0.6
T0015446,0,,0.59
T0015447,0,,0.26
T0015448,0,,0.52
T0015449,0,,0.57
T0015450,0,,0.87
T0015451,0,,0.6
T0015452,0,,0.23
T0015453,0,,0.41
T0015454,0,,0.92
T0015455,0,,0.28
T0015456,0,,0.84
T0015457,1,Multiple failed attempts,0.95
T0015458,0,,0.63
T0015459,0,,0.31
T0015460,0,,0.2
T0015461,0,,0.28
T0015462,0,,0.38
T0015463,0,,0.51
T0015464,0,,0.08
T0015465,0,,0.81
T0015466,0,,0.51
T0015467,0,,0.6
T0015468,0,,0.68
T0015469,0,,0.8
T0015470,0,,0.36
T0015471,0,,0.26
T0015472,0,,0.69
T0015473,1,Multiple failed attempts,0.3
T0015474,0,,0.37
T0015475,0,,0.06
T0015476,0,,0.86
T0015477,0,,0
T0015478,0,,0.71
T0015479,0,,0.46
T0015480,0,,0.83
T0015481,1,High risk transaction,0.99
T0015482,0,,0.64
T0015483,0,,0.37
T0015484,0,,0.93
T0015485,0,,0.78
T0015486,0,,0.88
T0015487,0,,0.96
T0015488,1,High risk transaction,0.77
T0015489,0,,0.32
T0015490,0,,0.83
T0015491,0,,0.31
T0015492,0,,0.29
T0015493,0,,0.75
T0015494,0,,0.6
T0015495,1,High risk transaction,0.91
T0015496,0,,0.11
T0015497,0,,0.5
T0015498,0,,0.19
T0015499,0,,0.98
T0015500,0,,0.73
T0015501,0,,0.35
T0015502,0,,0.42
T0015503,0,,0.66
T0015504,0,,0.87
T0015505,0,,0.31
T0015506,0,,0.51
T0015507,0,,0.2
T0015508,0,,0.99
T0015509,0,,0.58
T0015510,0,,0.68
T0015511,0,,0.16
T0015512,1,High risk transaction,0.7
T0015513,1,High risk transaction,0.73
T0015514,0,,0.43
T0015515,0,,0.78
T0015516,0,,0.06
T0015517,0,,0.65
T0015518,0,,0.96
T0015519,0,,0.71
T0015520,0,,0.27
T0015521,0,,0.28
T0015522,0,,0.16
T0015523,0,,0.12
T0015524,0,,0.81
T0015525,0,,0.49
T0015526,0,,0.97
T0015527,0,,0.8
T0015528,0,,0.23
T0015529,0,,0.53
T0015530,0,,0.97
T0015531,0,,0.19
T0015532,0,,0.2
T0015533,0,,0.52
T0015534,0,,0.54
T0015535,0,,0.96
T0015536,0,,0.05
T0015537,0,,0.46
T0015538,0,,0.08
T0015539,0,,0.2
T0015540,0,,0.61
T0015541,0,,0.75
T0015542,0,,0.45
T0015543,0,,0.97
T0015544,0,,0.88
T0015545,0,,0.25
T0015546,0,,0.32
T0015547,0,,0.72
T0015548,0,,0.25
T0015549,0,,0.02
T0015550,0,,0.78
T0015551,0,,0.54
T0015552,0,,0.28
T0015553,0,,0.84
T0015554,0,,0.39
T0015555,0,,0.34
T0015556,0,,0.19
T0015557,0,,0.43
T0015558,1,High risk transaction,0.93
T0015559,0,,0.52
T0015560,0,,0.11
T0015561,0,,0.42
T0015562,0,,0.28
T0015563,0,,0.43
T0015564,0,,0.67
T0015565,0,,0.15
T0015566,1,Multiple failed attempts,0.37
T0015567,1,High risk transaction,0.77
T0015568,0,,0.22
T0015569,0,,0.11
T0015570,0,,0.21
T0015571,0,,0.65
T0015572,0,,0.3
T0015573,1,High risk transaction,0.92
T0015574,0,,0.67
T0015575,0,,0.36
T0015576,0,,0.75
T0015577,0,,0.3
T0015578,0,,0.72
T0015579,0,,0.62
T0015580,0,,0.73
T0015581,0,,0.46
T0015582,0,,0.13
T0015583,0,,0.08
T0015584,0,,0.16
T0015585,0,,0.66
T0015586,0,,0.6
T0015587,0,,0.03
T0015588,0,,0.22
T0015589,0,,0.1
T0015590,0,,0.37
T0015591,0,,0.27
T0015592,0,,0.76
T0015593,0,,0.82
T0015594,0,,0.43
T0015595,0,,0.23
T0015596,0,,0.75
T0015597,0,,0.02
T0015598,0,,0.73
T0015599,0,,0.66
T0015600,0,,0.96
T0015601,0,,0.9
T0015602,1,High risk transaction,0.71
T0015603,0,,0.2
T0015604,0,,0.03
T0015605,0,,0.72
T0015606,0,,0.1
T0015607,0,,0.28
T0015608,0,,0.67
T0015609,0,,0.01
T0015610,0,,0.72
T0015611,0,,0.41
T0015612,0,,0.5
T0015613,0,,0.96
T0015614,0,,0.27
T0015615,0,,0.02
T0015616,0,,0.94
T0015617,0,,0.58
T0015618,1,High risk transaction,0.8
T0015619,0,,0.84
T0015620,0,,0.67
T0015621,0,,0.19
T0015622,0,,0.74
T0015623,0,,0.08
T0015624,0,,0.93
T0015625,0,,0.38
T0015626,0,,0.93
T0015627,1,High risk transaction,0.85
T0015628,0,,0.86
T0015629,0,,0.55
T0015630,0,,0.7
T0015631,0,,0.54
T0015632,0,,0.75
T0015633,0,,0.33
T0015634,0,,0.69
T0015635,0,,0.67
T0015636,0,,0.56
T0015637,1,High risk transaction,0.96
T0015638,0,,0.22
T0015639,0,,0.87
T0015640,0,,0.11
T0015641,0,,0.29
T0015642,0,,0.22
T0015643,0,,0.67
T0015644,0,,0.69
T0015645,0,,0.22
T0015646,0,,0.15
T0015647,0,,0.84
T0015648,0,,0.06
T0015649,0,,0.44
T0015650,0,,0.15
T0015651,0,,0.85
T0015652,0,,0.44
T0015653,0,,0.65
T0015654,0,,0.1
T0015655,0,,0.74
T0015656,0,,0.32
T0015657,0,,0.11
T0015658,0,,0.22
T0015659,0,,0.06
T0015660,0,,0.49
T0015661,0,,0.99
T0015662,0,,0.31
T0015663,0,,0.19
T0015664,0,,0.96
T0015665,0,,0.27
T0015666,0,,0.66
T0015667,0,,0.12
T0015668,0,,0.75
T0015669,0,,0.79
T0015670,0,,0.78
T0015671,0,,0.54
T0015672,0,,0.38
T0015673,0,,0.68
T0015674,0,,0.8
T0015675,0,,0.56
T0015676,0,,0.84
T0015677,0,,0.42
T0015678,0,,0.85
T0015679,0,,0.11
T0015680,0,,0.24
T0015681,0,,0.25
T0015682,0,,0.14
T0015683,0,,0.9
T0015684,0,,0.23
T0015685,0,,0.19
T0015686,0,,0.06
T0015687,0,,0.32
T0015688,0,,0.93
T0015689,0,,0.41
T0015690,0,,0.76
T0015691,0,,0.72
T0015692,0,,0.08
T0015693,1,Multiple failed attempts,0.07
T0015694,0,,0.07
T0015695,0,,0.16
T0015696,0,,0.3
T0015697,0,,0.8
T0015698,0,,0.76
T0015699,0,,0.55
T0015700,0,,0.14
T0015701,0,,0.19
T0015702,0,,0.71
T0015703,0,,0.62
T0015704,0,,0.27
T0015705,0,,0.17
T0015706,0,,0.69
T0015707,0,,0.47
T0015708,0,,0.72
T0015709,0,,0.23
T0015710,0,,0.79
T0015711,0,,0.52
T0015712,0,,0.58
T0015713,0,,0.72
T0015714,0,,0.26
T0015715,0,,0.38
T0015716,0,,0.28
T0015717,0,,0.09
T0015718,0,,0.72
T0015719,0,,0.17
T0015720,1,High risk transaction,0.91
T0015721,0,,0.88
T0015722,0,,0.73
T0015723,0,,0.62
T0015724,0,,0.46
T0015725,0,,0.12
T0015726,0,,0.06
T0015727,0,,0.05
T0015728,0,,0.67
T0015729,0,,0.18
T0015730,0,,0.22
T0015731,0,,0.09
T0015732,0,,0.63
T0015733,0,,0.36
T0015734,0,,0.34
T0015735,0,,0.89
T0015736,0,,0.33
T0015737,0,,0.47
T0015738,0,,0.15
T0015739,1,High risk transaction,0.71
T0015740,0,,0.25
T0015741,0,,0.74
T0015742,0,,0.39
T0015743,0,,0.49
T0015744,0,,0.06
T0015745,0,,0.09
T0015746,0,,0.53
T0015747,0,,0.22
T0015748,0,,0.54
T0015749,0,,0.12
T0015750,0,,0.52
T0015751,0,,0.79
T0015752,0,,0.02
T0015753,0,,0.47
T0015754,0,,0.47
T0015755,0,,0.97
T0015756,0,,0.38
T0015757,0,,0.24
T0015758,0,,0.58
T0015759,0,,0.2
T0015760,0,,0.74
T0015761,0,,0.43
T0015762,0,,0.02
T0015763,0,,0.27
T0015764,1,High risk transaction,0.7
T0015765,0,,0.49
T0015766,0,,0.05
T0015767,0,,0.51
T0015768,0,,0.52
T0015769,0,,0.93
T0015770,0,,0.51
T0015771,0,,1
T0015772,0,,0.98
T0015773,0,,0.4
T0015774,0,,0.7
T0015775,0,,0.09
T0015776,0,,0.83
T0015777,0,,0.99
T0015778,0,,0.91
T0015779,0,,0.76
T0015780,0,,0.76
T0015781,0,,0.08
T0015782,0,,0.47
T0015783,0,,0.04
T0015784,0,,0.26
T0015785,0,,0.37
T0015786,1,High risk transaction,0.89
T0015787,0,,0.07
T0015788,0,,0.94
T0015789,0,,0.62
T0015790,0,,0.47
T0015791,0,,0.45
T0015792,1,High risk transaction,0.9
T0015793,0,,0.88
T0015794,0,,0.6
T0015795,0,,0.7
T0015796,0,,0.6
T0015797,0,,0.11
T0015798,0,,0.16
T0015799,0,,0.49
T0015800,0,,0.97
T0015801,0,,0
T0015802,0,,0.84
T0015803,0,,0.44
T0015804,0,,0.14
T0015805,0,,0.63
T0015806,0,,0.82
T0015807,0,,0.27
T0015808,0,,0.14
T0015809,0,,0.47
T0015810,0,,0.3
T0015811,0,,0.22
T0015812,0,,0.95
T0015813,0,,0.11
T0015814,0,,0.96
T0015815,0,,0.32
T0015816,0,,0.1
T0015817,0,,0.68
T0015818,0,,0.53
T0015819,0,,0.15
T0015820,0,,0.37
T0015821,0,,0.42
T0015822,0,,0.3
T0015823,0,,0.62
T0015824,0,,0.43
T0015825,0,,0.53
T0015826,0,,0.64
T0015827,0,,0.22
T0015828,0,,0.96
T0015829,0,,0.41
T0015830,0,,0.27
T0015831,0,,0.39
T0015832,0,,0.6
T0015833,0,,0.66
T0015834,0,,0.97
T0015835,0,,0.17
T0015836,0,,0.88
T0015837,0,,0.12
T0015838,0,,0.92
T0015839,0,,0.72
T0015840,0,,0.5
T0015841,0,,0.65
T0015842,0,,0.43
T0015843,0,,0.39
T0015844,0,,0.74
T0015845,0,,0.86
T0015846,0,,0.84
T0015847,0,,0.67
T0015848,0,,0.63
T0015849,0,,0.33
T0015850,0,,0.21
T0015851,0,,0.16
T0015852,0,,0.87
T0015853,0,,0.47
T0015854,0,,0.66
T0015855,0,,0.85
T0015856,0,,0.44
T0015857,0,,0.15
T0015858,0,,0.05
T0015859,0,,0.75
T0015860,0,,0.56
T0015861,0,,0.1
T0015862,0,,0.93
T0015863,0,,0
T0015864,0,,0.9
T0015865,0,,0.53
T0015866,0,,0.38
T0015867,0,,0.64
T0015868,0,,0.01
T0015869,0,,0.69
T0015870,0,,0.56
T0015871,0,,0.01
T0015872,0,,0.02
T0015873,0,,0.07
T0015874,0,,0.77
T0015875,0,,0.04
T0015876,0,,1
T0015877,0,,0.45
T0015878,0,,0.86
T0015879,0,,0.16
T0015880,0,,0.89
T0015881,0,,0.5
T0015882,1,High risk transaction,0.96
T0015883,0,,0.57
T0015884,0,,0.73
T0015885,0,,0.32
T0015886,0,,0.89
T0015887,0,,0.49
T0015888,0,,0.3
T0015889,0,,0.99
T0015890,0,,0.25
T0015891,0,,0.93
T0015892,0,,0.19
T0015893,0,,0.29
T0015894,0,,0.64
T0015895,0,,0.71
T0015896,0,,0.46
T0015897,0,,0.51
T0015898,0,,0.01
T0015899,0,,0.35
T0015900,0,,0.97
T0015901,0,,0.4
T0015902,0,,0.14
T0015903,0,,0.04
T0015904,0,,0.44
T0015905,0,,0.97
T0015906,0,,0.92
T0015907,0,,0.46
T0015908,0,,0.89
T0015909,0,,0.74
T0015910,0,,0.7
T0015911,0,,0.47
T0015912,0,,0.66
T0015913,0,,0.06
T0015914,0,,0.47
T0015915,0,,0.47
T0015916,0,,0.1
T0015917,0,,0.17
T0015918,0,,0.13
T0015919,0,,1
T0015920,0,,0.88
T0015921,0,,0.2
T0015922,0,,0.1
T0015923,0,,0.45
T0015924,0,,0.39
T0015925,0,,0.55
T0015926,0,,0.09
T0015927,0,,0.15
T0015928,0,,0.49
T0015929,0,,0.33
T0015930,0,,0.19
T0015931,0,,0.94
T0015932,0,,0.29
T0015933,0,,0.06
T0015934,0,,0.95
T0015935,0,,0.7
T0015936,0,,0.87
T0015937,0,,0.03
T0015938,1,Multiple failed attempts,0.71
T0015939,0,,0.11
T0015940,0,,0.15
T0015941,0,,0.75
T0015942,0,,0.96
T0015943,0,,0.53
T0015944,0,,0.51
T0015945,0,,0.25
T0015946,0,,0.56
T0015947,0,,0.57
T0015948,0,,0.67
T0015949,0,,0.39
T0015950,0,,0.47
T0015951,0,,0.28
T0015952,0,,0.29
T0015953,0,,0.67
T0015954,0,,0.55
T0015955,1,High risk transaction,0.72
T0015956,0,,0.89
T0015957,0,,0.19
T0015958,0,,0.59
T0015959,0,,0.87
T0015960,0,,0.49
T0015961,0,,0.83
T0015962,0,,0.08
T0015963,0,,0.64
T0015964,0,,0.68
T0015965,0,,0.67
T0015966,0,,0.72
T0015967,1,Multiple failed attempts,0.16
T0015968,0,,0.13
T0015969,0,,0.98
T0015970,0,,0.32
T0015971,0,,0.46
T0015972,0,,0.4
T0015973,0,,0.69
T0015974,0,,0.97
T0015975,0,,0.52
T0015976,0,,0.26
T0015977,1,High risk transaction,0.96
T0015978,0,,0.47
T0015979,0,,0.27
T0015980,0,,0.03
T0015981,0,,0.36
T0015982,0,,0.2
T0015983,0,,0.95
T0015984,0,,0.82
T0015985,0,,0.77
T0015986,0,,0.52
T0015987,0,,0.64
T0015988,0,,0.33
T0015989,0,,0.3
T0015990,0,,0.12
T0015991,0,,0.07
T0015992,1,High risk transaction,0.79
T0015993,0,,0.72
T0015994,0,,0.05
T0015995,0,,0.67
T0015996,0,,0.08
T0015997,0,,0.67
T0015998,0,,0.21
T0015999,0,,0.34
T0016000,0,,0.14
T0016001,0,,0.99
T0016002,0,,0.19
T0016003,0,,0.74
T0016004,0,,0.24
T0016005,0,,0.89
T0016006,1,Multiple failed attempts,0.72
T0016007,0,,0.84
T0016008,0,,0.39
T0016009,0,,0.99
T0016010,0,,0.57
T0016011,0,,0.34
T0016012,0,,0.7
T0016013,0,,0.03
T0016014,0,,0.21
T0016015,0,,0.41
T0016016,0,,0.24
T0016017,0,,0.05
T0016018,0,,0.67
T0016019,0,,0.07
T0016020,0,,0.14
T0016021,0,,0.29
T0016022,0,,0.92
T0016023,0,,0.87
T0016024,0,,0.24
T0016025,1,High risk transaction,0.89
T0016026,0,,0.38
T0016027,0,,0.18
T0016028,0,,0.67
T0016029,0,,0.32
T0016030,0,,0.39
T0016031,0,,0.62
T0016032,0,,0.02
T0016033,0,,0.65
T0016034,0,,0.75
T0016035,0,,0.43
T0016036,0,,0.21
T0016037,0,,0.42
T0016038,0,,0.72
T0016039,0,,0.62
T0016040,0,,0.02
T0016041,0,,0.09
T0016042,0,,0.6
T0016043,0,,0.83
T0016044,0,,0.49
T0016045,0,,0.38
T0016046,0,,0.89
T0016047,0,,0.32
T0016048,0,,0.47
T0016049,0,,0.06
T0016050,0,,0.83
T0016051,0,,0.51
T0016052,0,,0.69
T0016053,1,High risk transaction,0.84
T0016054,0,,0.52
T0016055,0,,0.48
T0016056,0,,0.59
T0016057,0,,0.68
T0016058,0,,1
T0016059,0,,0.32
T0016060,0,,0.94
T0016061,0,,0.08
T0016062,0,,0.94
T0016063,0,,0.44
T0016064,0,,0.68
T0016065,0,,0.87
T0016066,0,,0.49
T0016067,0,,1
T0016068,0,,0.91
T0016069,0,,0.4
T0016070,0,,0.1
T0016071,0,,0.2
T0016072,1,High risk transaction,0.99
T0016073,0,,0.67
T0016074,0,,0.64
T0016075,0,,0.74
T0016076,1,High risk transaction,0.8
T0016077,0,,0.21
T0016078,0,,0.2
T0016079,0,,0.28
T0016080,0,,0.06
T0016081,0,,0.48
T0016082,0,,0.22
T0016083,0,,0
T0016084,0,,0.36
T0016085,0,,0.44
T0016086,0,,0.38
T0016087,0,,0.54
T0016088,0,,0.41
T0016089,0,,0.92
T0016090,0,,0.66
T0016091,0,,0.54
T0016092,0,,0.46
T0016093,0,,0.03
T0016094,0,,0.71
T0016095,0,,0.74
T0016096,0,,0.78
T0016097,0,,0.42
T0016098,0,,0.8
T0016099,0,,0.87
T0016100,0,,0.61
T0016101,0,,0.17
T0016102,0,,0.44
T0016103,0,,0.44
T0016104,0,,0.92
T0016105,0,,0.56
T0016106,0,,0.1
T0016107,0,,0.76
T0016108,0,,0.86
T0016109,0,,0.16
T0016110,0,,0.98
T0016111,0,,0.2
T0016112,0,,0.2
T0016113,1,High risk transaction,0.97
T0016114,0,,0.93
T0016115,0,,0.55
T0016116,0,,0
T0016117,0,,0.67
T0016118,0,,0.82
T0016119,0,,0.66
T0016120,0,,0.97
T0016121,0,,0.18
T0016122,0,,0.56
T0016123,0,,0.46
T0016124,0,,0.83
T0016125,1,High risk transaction,0.79
T0016126,0,,0.9
T0016127,1,High risk transaction,0.85
T0016128,1,Multiple failed attempts,0.54
T0016129,0,,0.51
T0016130,0,,0.09
T0016131,1,High risk transaction,0.92
T0016132,0,,0.89
T0016133,0,,0.62
T0016134,0,,0.52
T0016135,0,,0.15
T0016136,0,,0.08
T0016137,0,,0.83
T0016138,0,,0.05
T0016139,1,High risk transaction,0.9
T0016140,1,High risk transaction,0.96
T0016141,0,,0.25
T0016142,0,,0.73
T0016143,0,,0.22
T0016144,0,,0.07
T0016145,0,,0.61
T0016146,0,,0.29
T0016147,0,,0.72
T0016148,1,High risk transaction,0.98
T0016149,0,,0.24
T0016150,0,,0.58
T0016151,0,,0.59
T0016152,0,,0.97
T0016153,0,,0.89
T0016154,0,,0.28
T0016155,0,,0.89
T0016156,0,,0.33
T0016157,0,,0.18
T0016158,0,,0.7
T0016159,0,,0.86
T0016160,0,,0.79
T0016161,0,,0.8
T0016162,0,,0.28
T0016163,0,,0.12
T0016164,0,,0.48
T0016165,0,,0.57
T0016166,0,,0.59
T0016167,0,,0.79
T0016168,0,,0.93
T0016169,0,,0.66
T0016170,0,,0.95
T0016171,1,High risk transaction,0.95
T0016172,1,High risk transaction,0.75
T0016173,0,,0.82
T0016174,0,,0.92
T0016175,0,,0.43
T0016176,0,,0.01
T0016177,0,,0.96
T0016178,0,,0.31
T0016179,0,,0.96
T0016180,0,,0.72
T0016181,0,,0.4
T0016182,0,,0.8
T0016183,0,,0.44
T0016184,0,,0.67
T0016185,0,,0.33
T0016186,0,,0.6
T0016187,0,,0.94
T0016188,0,,0.68
T0016189,0,,0.06
T0016190,0,,0.68
T0016191,1,High risk transaction,0.72
T0016192,0,,0.22
T0016193,0,,0.55
T0016194,0,,0.9
T0016195,1,High risk transaction,0.75
T0016196,0,,0.45
T0016197,0,,0.02
T0016198,0,,0.66
T0016199,0,,0.51
T0016200,0,,0.37
T0016201,0,,0.77
T0016202,0,,0.29
T0016203,0,,0.66
T0016204,0,,0.51
T0016205,0,,0.42
T0016206,0,,0.34
T0016207,0,,0.47
T0016208,0,,0.66
T0016209,0,,0.36
T0016210,0,,0.57
T0016211,0,,0.38
T0016212,0,,0.91
T0016213,0,,0.25
T0016214,0,,0.13
T0016215,0,,0.08
T0016216,0,,0.71
T0016217,0,,0.78
T0016218,0,,0.24
T0016219,0,,0.7
T0016220,0,,0.61
T0016221,0,,0.38
T0016222,0,,0.24
T0016223,0,,0.89
T0016224,0,,0.21
T0016225,0,,0.94
T0016226,1,High risk transaction,0.86
T0016227,0,,0.47
T0016228,0,,0.49
T0016229,0,,0.87
T0016230,0,,0.82
T0016231,0,,0.98
T0016232,0,,0.5
T0016233,1,Multiple failed attempts,0.12
T0016234,0,,0.94
T0016235,0,,0.03
T0016236,0,,0.02
T0016237,0,,0.98
T0016238,0,,0.56
T0016239,0,,0.28
T0016240,0,,0.09
T0016241,0,,0.07
T0016242,0,,0.71
T0016243,0,,0.58
T0016244,0,,0.34
T0016245,0,,0.77
T0016246,0,,0.34
T0016247,0,,0.07
T0016248,1,High risk transaction,0.93
T0016249,0,,0.1
T0016250,0,,0.56
T0016251,0,,0.16
T0016252,1,High risk transaction,0.77
T0016253,0,,0.85
T0016254,0,,0.92
T0016255,1,High risk transaction,0.77
T0016256,0,,0.19
T0016257,1,High risk transaction,0.85
T0016258,0,,0.41
T0016259,0,,0.68
T0016260,0,,0.15
T0016261,0,,0.45
T0016262,0,,0.83
T0016263,0,,0.16
T0016264,0,,0.46
T0016265,0,,0.16
T0016266,0,,0.56
T0016267,0,,0.38
T0016268,0,,0.36
T0016269,0,,0.85
T0016270,1,High risk transaction,0.81
T0016271,0,,0.18
T0016272,0,,0.96
T0016273,0,,0.37
T0016274,0,,0.78
T0016275,0,,0.1
T0016276,1,Multiple failed attempts,0.63
T0016277,0,,0.6
T0016278,0,,0.26
T0016279,0,,0.6
T0016280,0,,0.92
T0016281,1,High risk transaction,0.71
T0016282,0,,0.44
T0016283,0,,0.79
T0016284,0,,0.55
T0016285,0,,0.38
T0016286,0,,0.59
T0016287,0,,0.19
T0016288,0,,0.46
T0016289,0,,0.27
T0016290,0,,0.71
T0016291,0,,0.57
T0016292,0,,0.59
T0016293,0,,0.89
T0016294,0,,0.58
T0016295,0,,0.19
T0016296,0,,0.26
T0016297,0,,0.7
T0016298,0,,0.44
T0016299,0,,0.09
T0016300,0,,0.37
T0016301,0,,0.32
T0016302,0,,0.62
T0016303,0,,0.94
T0016304,0,,0.36
T0016305,0,,0.99
T0016306,0,,0.18
T0016307,0,,0.18
T0016308,0,,0.01
T0016309,0,,0.79
T0016310,0,,0.63
T0016311,0,,0.23
T0016312,0,,0.08
T0016313,0,,0.26
T0016314,0,,0.49
T0016315,0,,0.01
T0016316,0,,0.55
T0016317,0,,0.6
T0016318,0,,0.91
T0016319,0,,0.49
T0016320,0,,0.82
T0016321,0,,0.82
T0016322,0,,0.77
T0016323,0,,0.04
T0016324,0,,0.37
T0016325,0,,0.09
T0016326,0,,0.51
T0016327,0,,0.59
T0016328,0,,0.12
T0016329,0,,0.93
T0016330,0,,0.94
T0016331,0,,0.04
T0016332,0,,0.03
T0016333,0,,0.74
T0016334,0,,0.86
T0016335,0,,0.72
T0016336,0,,0.3
T0016337,0,,0.69
T0016338,0,,0.15
T0016339,0,,0.82
T0016340,0,,0.92
T0016341,0,,0.15
T0016342,0,,0.11
T0016343,0,,0.37
T0016344,0,,0.8
T0016345,0,,0.2
T0016346,0,,0.43
T0016347,0,,0.52
T0016348,0,,0.41
T0016349,0,,0.25
T0016350,0,,0.75
T0016351,0,,0.18
T0016352,0,,0.28
T0016353,0,,0.63
T0016354,0,,0.77
T0016355,0,,0.05
T0016356,0,,0.08
T0016357,0,,0.98
T0016358,0,,0.89
T0016359,0,,0.59
T0016360,0,,0.16
T0016361,1,High risk transaction,0.81
T0016362,0,,0.79
T0016363,0,,0.65
T0016364,0,,0.08
T0016365,0,,0.51
T0016366,0,,0.44
T0016367,0,,0.69
T0016368,0,,0.4
T0016369,0,,0.73
T0016370,0,,0.21
T0016371,0,,0.52
T0016372,0,,0.71
T0016373,0,,0.92
T0016374,0,,0.98
T0016375,0,,0.18
T0016376,0,,0.33
T0016377,0,,0.21
T0016378,0,,0.35
T0016379,0,,0.57
T0016380,0,,0.84
T0016381,0,,0.44
T0016382,0,,0.67
T0016383,0,,0.66
T0016384,0,,0.54
T0016385,0,,0.49
T0016386,0,,0.47
T0016387,0,,0.74
T0016388,0,,0.38
T0016389,0,,0.62
T0016390,0,,0.51
T0016391,0,,0.95
T0016392,0,,0.45
T0016393,0,,0.17
T0016394,0,,0.35
T0016395,1,Multiple failed attempts,0.58
T0016396,0,,0.85
T0016397,0,,0.84
T0016398,0,,0.44
T0016399,0,,0.02
T0016400,0,,0.4
T0016401,0,,0.62
T0016402,0,,0.18
T0016403,1,High risk transaction,0.71
T0016404,0,,0.82
T0016405,0,,0.58
T0016406,0,,0.54
T0016407,0,,0.36
T0016408,0,,0.71
T0016409,0,,0.63
T0016410,0,,0.34
T0016411,0,,0.79
T0016412,0,,0.39
T0016413,1,Multiple failed attempts,0.32
T0016414,0,,0.27
T0016415,0,,0.71
T0016416,0,,0.05
T0016417,0,,0.36
T0016418,0,,0.73
T0016419,0,,0.7
T0016420,0,,0.01
T0016421,0,,0.44
T0016422,0,,0.38
T0016423,0,,0.28
T0016424,0,,0.21
T0016425,0,,0.35
T0016426,0,,0.57
T0016427,0,,0.83
T0016428,0,,0.08
T0016429,0,,0.94
T0016430,0,,0.75
T0016431,0,,0.84
T0016432,0,,0.93
T0016433,0,,0.01
T0016434,1,High risk transaction,0.85
T0016435,1,High risk transaction,0.84
T0016436,0,,0.3
T0016437,0,,0.7
T0016438,0,,0.35
T0016439,0,,0.16
T0016440,0,,0.32
T0016441,0,,0.41
T0016442,0,,0.93
T0016443,0,,0.29
T0016444,0,,0.9
T0016445,0,,0.6
T0016446,0,,0.99
T0016447,0,,0.83
T0016448,0,,0.57
T0016449,0,,0.44
T0016450,0,,0.17
T0016451,0,,0.33
T0016452,0,,0.08
T0016453,0,,0.61
T0016454,0,,0.56
T0016455,0,,0.33
T0016456,0,,0.25
T0016457,0,,0.37
T0016458,1,High risk transaction,0.93
T0016459,0,,0.7
T0016460,0,,0.13
T0016461,0,,0.25
T0016462,0,,0.09
T0016463,0,,0.29
T0016464,0,,0.16
T0016465,1,High risk transaction,0.94
T0016466,0,,0.91
T0016467,0,,0.61
T0016468,0,,0.16
T0016469,0,,0.77
T0016470,0,,0.67
T0016471,0,,0.16
T0016472,0,,0.52
T0016473,0,,0.97
T0016474,0,,0.68
T0016475,0,,0.77
T0016476,0,,0.37
T0016477,0,,0.41
T0016478,0,,0.35
T0016479,1,High risk transaction,0.79
T0016480,0,,0.4
T0016481,0,,0.07
T0016482,0,,0.56
T0016483,0,,0.9
T0016484,0,,0.02
T0016485,0,,0.17
T0016486,1,High risk transaction,0.94
T0016487,0,,0.32
T0016488,0,,0.32
T0016489,1,High risk transaction,0.97
